mal_id,title,episodes,type,source,season,year,rating
269,Bleach,366,TV,Manga,fall,2004,PG-13 - Teens 13 or older
57,Beck,26,TV,Manga,fall,2004,R - 17+ (violence & profanity)
24,School Rumble,26,TV,Manga,fall,2004,PG-13 - Teens 13 or older
239,Gankutsuou,24,TV,Novel,fall,2004,R - 17+ (violence & profanity)
482,Yu☆Gi☆Oh! Duel Monsters GX,180,TV,Manga,fall,2004,PG-13 - Teens 13 or older
64,Rozen Maiden,12,TV,Manga,fall,2004,PG-13 - Teens 13 or older
240,Genshiken,12,TV,Manga,fall,2004,PG-13 - Teens 13 or older
25,Sunabouzu,24,TV,Manga,fall,2004,R - 17+ (violence & profanity)
98,Mai-HiME,26,TV,Original,fall,2004,PG-13 - Teens 13 or older
94,Kidou Senshi Gundam SEED Destiny,50,TV,Original,fall,2004,R - 17+ (violence & profanity)
76,Mahou Shoujo Lyrical Nanoha,13,TV,Original,fall,2004,PG-13 - Teens 13 or older
627,Major S1,26,TV,Manga,fall,2004,PG-13 - Teens 13 or older
74,Gakuen Alice,26,TV,Manga,fall,2004,G - All Ages
28,Yakitate!! Japan,69,TV,Manga,fall,2004,PG-13 - Teens 13 or older
343,Tsukuyomi: Moon Phase,25,TV,Manga,fall,2004,PG-13 - Teens 13 or older
143,Kannazuki no Miko,12,TV,Manga,fall,2004,PG-13 - Teens 13 or older
297,Grenadier: Hohoemi no Senshi,12,TV,Manga,fall,2004,PG-13 - Teens 13 or older
173,Tactics,25,TV,Manga,fall,2004,PG-13 - Teens 13 or older
119,Final Approach,13,TV,Visual novel,fall,2004,PG-13 - Teens 13 or older
125,Futakoi,13,TV,Original,fall,2004,PG-13 - Teens 13 or older
2213,Black Jack (TV),61,TV,Manga,fall,2004,PG-13 - Teens 13 or older
455,Fantastic Children,26,TV,Original,fall,2004,PG-13 - Teens 13 or older
688,Uta∽Kata,12,TV,Original,fall,2004,PG-13 - Teens 13 or older
247,Harukanaru Toki no Naka de: Hachiyou Shou,26,TV,Visual novel,fall,2004,PG-13 - Teens 13 or older
29,Zipang,26,TV,Manga,fall,2004,PG-13 - Teens 13 or older
1524,Fuujin Monogatari,13,TV,Original,fall,2004,G - All Ages
346,W: Wish,13,TV,Visual novel,fall,2004,PG-13 - Teens 13 or older
8,Bouken Ou Beet,52,TV,Manga,fall,2004,PG - Children
336,Ginyuu Mokushiroku Meine Liebe,13,TV,Visual novel,fall,2004,PG-13 - Teens 13 or older
600,Legend of Duo,12,TV,Original,fall,2004,R - 17+ (violence & profanity)
278,Viewtiful Joe,51,TV,Game,fall,2004,PG-13 - Teens 13 or older
1746,Zoids Fuzors,26,TV,Unknown,fall,2004,PG-13 - Teens 13 or older
2109,Rockman.EXE Stream,51,TV,Game,fall,2004,PG - Children
685,To Heart: Remember My Memories,13,TV,Visual novel,fall,2004,PG-13 - Teens 13 or older
1167,Samurai Gun,12,TV,Manga,fall,2004,R - 17+ (violence & profanity)
613,Onmyou Taisenki,52,TV,Manga,fall,2004,PG-13 - Teens 13 or older
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,13,TV,Visual novel,fall,2004,R+ - Mild Nudity
23,Ring ni Kakero 1,12,TV,Manga,fall,2004,PG - Children
1711,Ryuusei Sentai Musumet,13,TV,Original,fall,2004,R - 17+ (violence & profanity)
1955,Kimagure Robot,10,TV,Book,fall,2004,PG - Children
1883,Kappa no Kaikata,26,TV,Manga,fall,2004,PG - Children
749,Nanami-chan,12,TV,Unknown,fall,2004,G - All Ages
29836,Akuei to Gacchinpo,13,TV,Unknown,fall,2004,PG-13 - Teens 13 or older
35817,Curry no Kuni no Coburoux,13,TV,Original,fall,2004,G - All Ages
10242,Ton-Ton Atta to Niigata no Mukashibanashi,13,TV,Unknown,fall,2004,
