mal_id,title,episodes,type,source,season,year,rating
1470,City Hunter,51,TV,Manga,spring,1987,PG-13 - Teens 13 or older
1087,Kimagure Orange☆Road,48,TV,Manga,spring,1987,PG-13 - Teens 13 or older
1356,Hokuto no Ken 2,43,TV,Manga,spring,1987,R - 17+ (violence & profanity)
2688,Akai Koudan Zillion,31,TV,Mixed media,spring,1987,PG-13 - Teens 13 or older
729,Hiatari Ryoukou!,48,TV,Manga,spring,1987,PG-13 - Teens 13 or older
3023,Esper Mami,119,TV,Manga,spring,1987,PG-13 - Teens 13 or older
2815,Geragera Boes Monogatari,52,TV,Other,spring,1987,G - All Ages
10250,Ultra B,119,TV,Manga,spring,1987,G - All Ages
20117,Kotowaza House,773,TV,Unknown,spring,1987,
26087,Mama Ohanashi Kikasete,15,TV,Unknown,spring,1987,G - All Ages
