mal_id,title,episodes,type,source,season,year,rating
33352,Violet Evergarden,13,TV,Light novel,winter,2018,PG-13 - Teens 13 or older
35849,Darling in the FranXX,24,TV,Original,winter,2018,PG-13 - Teens 13 or older
34577,Nanatsu no Taizai: Imashime no Fukkatsu,24,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35073,Overlord II,13,TV,Light novel,winter,2018,R - 17+ (violence & profanity)
34612,Saiki Kusuo no Ψ-nan 2,24,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35860,Karakai Jouzu no Takagi-san,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
34382,Citrus,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
34497,Death March kara Hajimaru Isekai Kyousoukyoku,12,TV,Light novel,winter,2018,PG-13 - Teens 13 or older
35839,Sora yori mo Tooi Basho,13,TV,Original,winter,2018,PG-13 - Teens 13 or older
34798,Yuru Camp△,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35222,Gakuen Babysitters,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
34279,Grancrest Senki,24,TV,Light novel,winter,2018,R - 17+ (violence & profanity)
34984,Koi wa Ameagari no You ni,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35330,Poputepipikku,12,TV,4-koma manga,winter,2018,PG-13 - Teens 13 or older
33047,Fate/Extra: Last Encore,10,TV,Game,winter,2018,R - 17+ (violence & profanity)
36838,Gintama.: Shirogane no Tamashii-hen,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35905,Ryuuou no Oshigoto!,12,TV,Light novel,winter,2018,PG-13 - Teens 13 or older
34964,Killing Bites,12,TV,Manga,winter,2018,R+ - Mild Nudity
36548,Kokkoku,12,TV,Manga,winter,2018,R - 17+ (violence & profanity)
36516,Beatless,20,TV,Light novel,winter,2018,PG-13 - Teens 13 or older
36124,Itou Junji: Collection,12,TV,Manga,winter,2018,R - 17+ (violence & profanity)
36049,Dagashi Kashi 2,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35889,Hakata Tonkotsu Ramens,12,TV,Novel,winter,2018,R - 17+ (violence & profanity)
35828,Miira no Kaikata,12,TV,Web manga,winter,2018,PG-13 - Teens 13 or older
33354,Cardcaptor Sakura: Clear Card-hen,22,TV,Manga,winter,2018,PG - Children
35078,Mitsuboshi Colors,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
35540,Slow Start,12,TV,4-koma manga,winter,2018,PG-13 - Teens 13 or older
35589,Toji no Miko,24,TV,Original,winter,2018,PG-13 - Teens 13 or older
33899,IDOLiSH7,17,TV,Game,winter,2018,PG-13 - Teens 13 or older
35298,Ramen Daisuki Koizumi-san,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
36094,Hakumei to Mikochi,12,TV,Manga,winter,2018,PG-13 - Teens 13 or older
34839,Sanrio Danshi,12,TV,Mixed media,winter,2018,PG-13 - Teens 13 or older
35789,Yowamushi Pedal: Glory Line,25,TV,Manga,winter,2018,PG-13 - Teens 13 or older
36847,Nanatsu no Bitoku,10,TV,Mixed media,winter,2018,R+ - Mild Nudity
35757,Gin no Guardian II,6,TV,Web manga,winter,2018,PG-13 - Teens 13 or older
36522,Ling Qi 2,12,TV,Web manga,winter,2018,PG-13 - Teens 13 or older
36108,Takunomi.,12,TV,Web manga,winter,2018,PG-13 - Teens 13 or older
35997,Märchen Mädchen,10,TV,Light novel,winter,2018,PG-13 - Teens 13 or older
35964,Basilisk: Ouka Ninpouchou,24,TV,Manga,winter,2018,R - 17+ (violence & profanity)
35988,Dame x Prince Anime Caravan,12,TV,Visual novel,winter,2018,PG-13 - Teens 13 or older
34863,Zoku Touken Ranbu: Hanamaru,12,TV,Game,winter,2018,PG-13 - Teens 13 or older
36029,Hakyuu Houshin Engi,23,TV,Manga,winter,2018,PG-13 - Teens 13 or older
36593,Hug tto! Precure,49,TV,Original,winter,2018,G - All Ages
36982,Micchiri Neko,39,TV,Web manga,winter,2018,G - All Ages
36784,Hataraku Oniisan!,12,TV,Original,winter,2018,G - All Ages
36196,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,12,TV,Original,winter,2018,G - All Ages
36531,Shinkansen Henkei Robo Shinkalion The Animation,76,TV,Other,winter,2018,PG - Children
36797,gdMen,12,TV,Original,winter,2018,PG - Children
36728,Mameneko,12,TV,Manga,winter,2018,PG - Children
36894,Inazma Delivery: Dougyousha Attack-hen,10,TV,Original,winter,2018,PG-13 - Teens 13 or older
36552,Pikachin-Kit,115,TV,Original,winter,2018,PG - Children
37054,"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",24,TV,Original,winter,2018,G - All Ages
38075,Titipo Titipo,26,TV,Original,winter,2018,PG - Children
37002,Uchi no Oochopus,38,TV,Picture book,winter,2018,G - All Ages
37244,Gan Gan Ganko-chan 2nd Season,8,TV,Original,winter,2018,G - All Ages
48510,Aerover: Seupeiseu Drone Gwihwan,13,TV,Unknown,winter,2018,G - All Ages
44122,Kaixin Chaoren Lianmeng: Shenqi Shiyan Shi,24,TV,Original,winter,2018,PG - Children
48212,Bangle School,26,TV,Original,winter,2018,PG - Children
47674,Xiaolu Xingren Er,52,TV,Original,winter,2018,PG - Children
