mal_id,title,episodes,type,source,season,year,rating
5081,Bakemonogatari,15,TV,Light novel,summer,2009,R - 17+ (violence & profanity)
5341,Ookami to Koushinryou II,12,TV,Light novel,summer,2009,PG-13 - Teens 13 or older
6211,Tokyo Magnitude 8.0,11,TV,Original,summer,2009,PG-13 - Teens 13 or older
5356,Canaan,13,TV,Visual novel,summer,2009,R - 17+ (violence & profanity)
6201,Princess Lover!,12,TV,Visual novel,summer,2009,R+ - Mild Nudity
4896,Umineko no Naku Koro ni,26,TV,Visual novel,summer,2009,R - 17+ (violence & profanity)
6030,Needless,24,TV,Manga,summer,2009,R - 17+ (violence & profanity)
6377,Zan Sayonara Zetsubou Sensei,13,TV,Manga,summer,2009,R - 17+ (violence & profanity)
6164,Aoi Hana,11,TV,Manga,summer,2009,PG-13 - Teens 13 or older
6098,Sora no Manimani,12,TV,Manga,summer,2009,PG-13 - Teens 13 or older
5914,Kanamemo,13,TV,4-koma manga,summer,2009,PG-13 - Teens 13 or older
5973,Fight Ippatsu! Juuden-chan!!,12,TV,Manga,summer,2009,R+ - Mild Nudity
6129,Umi Monogatari: Anata ga Ite Kureta Koto,12,TV,Game,summer,2009,PG-13 - Teens 13 or older
5454,Yoku Wakaru Gendai Mahou,12,TV,Light novel,summer,2009,PG-13 - Teens 13 or older
6425,Weiß Survive,16,TV,Card game,summer,2009,PG-13 - Teens 13 or older
5141,Taishou Yakyuu Musume.,12,TV,Light novel,summer,2009,PG-13 - Teens 13 or older
5670,GA: Geijutsuka Art Design Class,12,TV,4-koma manga,summer,2009,PG-13 - Teens 13 or older
5945,Element Hunters,39,TV,Original,summer,2009,G - All Ages
6604,Kuruneko,50,TV,Manga,summer,2009,G - All Ages
6947,Uchurei!,12,TV,Unknown,summer,2009,PG-13 - Teens 13 or older
6822,Ukkari Pénélope (2009),26,TV,Unknown,summer,2009,G - All Ages
29003,Lena Lena,13,TV,Picture book,summer,2009,G - All Ages
31547,Ryouma 30 Seconds,5,TV,Unknown,summer,2009,G - All Ages
24875,Barnacle Lou,52,TV,Unknown,summer,2009,PG - Children
38121,Bai Bian Zhu Zhu Xia,80,TV,Original,summer,2009,G - All Ages
36167,Yuhuwa Chingudeul,26,TV,Original,summer,2009,PG - Children
35364,Kkoma Sinseon Tao,39,TV,Original,summer,2009,G - All Ages
40408,Nanami-chan 6th Series,16,TV,Unknown,summer,2009,G - All Ages
49065,Shuimu Xuetang 2nd Season,400,TV,Original,summer,2009,PG - Children
44174,Xiao Niu Xiang Qian Chong,52,TV,Original,summer,2009,PG - Children
45290,Xing Mao de Mimi Jidi,48,TV,Original,summer,2009,PG - Children
45941,Xiao Shu Ping Ping: Chengyu Dadian,52,TV,Other,summer,2009,PG - Children
