mal_id,title,episodes,type,source,season,year,rating
2229,Dragon Quest: Dai no Daibouken (TV),46,TV,Manga,fall,1991,G - All Ages
5712,Tanoshii Muumin Ikka Bouken Nikki,26,TV,Book,fall,1991,G - All Ages
970,Yokoyama Mitsuteru Sangokushi,47,TV,Manga,fall,1991,PG-13 - Teens 13 or older
2228,Honoo no Toukyuuji: Dodge Danpei,47,TV,Manga,fall,1991,PG - Children
3438,Moero! Top Striker,49,TV,Original,fall,1991,G - All Ages
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,46,TV,Manga,fall,1991,PG-13 - Teens 13 or older
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,62,TV,Original,fall,1991,G - All Ages
8215,Genji Tsuushin Agedama,51,TV,Original,fall,1991,R+ - Mild Nudity
3691,Watashi to Watashi: Futari no Lotte,29,TV,Novel,fall,1991,G - All Ages
6674,Reporter Blues,52,TV,Original,fall,1991,PG-13 - Teens 13 or older
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,26,TV,Other,fall,1991,PG - Children
9383,Chie-chan Funsenki: Jarinko Chie,39,TV,Unknown,fall,1991,
19873,Marude Dameo,47,TV,Manga,fall,1991,
