mal_id,title,episodes,type,source,season,year,rating
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,13,TV,Visual novel,summer,2013,R - 17+ (violence & profanity)
15451,High School DxD New,12,TV,Light novel,summer,2013,R+ - Mild Nudity
18507,Free!,12,TV,Original,summer,2013,PG-13 - Teens 13 or older
11633,Blood Lad,10,TV,Manga,summer,2013,PG-13 - Teens 13 or older
17074,Monogatari Series: Second Season,26,TV,Light novel,summer,2013,R - 17+ (violence & profanity)
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,12,TV,Web manga,summer,2013,PG-13 - Teens 13 or older
16706,Kami nomi zo Shiru Sekai: Megami-hen,12,TV,Manga,summer,2013,PG-13 - Teens 13 or older
16918,Gin no Saji,11,TV,Manga,summer,2013,PG-13 - Teens 13 or older
14829,Fate/kaleid liner Prisma☆Illya,10,TV,Manga,summer,2013,PG-13 - Teens 13 or older
16009,Kamisama no Inai Nichiyoubi,12,TV,Light novel,summer,2013,R - 17+ (violence & profanity)
18119,Servant x Service,13,TV,4-koma manga,summer,2013,PG-13 - Teens 13 or older
16353,Love Lab,13,TV,Manga,summer,2013,PG-13 - Teens 13 or older
18229,Gatchaman Crowds,12,TV,Original,summer,2013,PG-13 - Teens 13 or older
16732,Kiniro Mosaic,12,TV,4-koma manga,summer,2013,PG-13 - Teens 13 or older
15605,Brothers Conflict,12,TV,Novel,summer,2013,PG-13 - Teens 13 or older
17909,Uchouten Kazoku,13,TV,Novel,summer,2013,PG-13 - Teens 13 or older
16157,Choujigen Game Neptune The Animation,12,TV,Game,summer,2013,PG-13 - Teens 13 or older
17741,Kimi no Iru Machi,12,TV,Manga,summer,2013,R+ - Mild Nudity
17831,Inu to Hasami wa Tsukaiyou,12,TV,Light novel,summer,2013,PG-13 - Teens 13 or older
17389,Kingdom 2nd Season,39,TV,Manga,summer,2013,R - 17+ (violence & profanity)
16890,Makai Ouji: Devils and Realist,12,TV,Manga,summer,2013,PG-13 - Teens 13 or older
19383,Yami Shibai,13,TV,Original,summer,2013,PG-13 - Teens 13 or older
18041,Rozen Maiden (2013),13,TV,Manga,summer,2013,PG-13 - Teens 13 or older
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,13,TV,Manga,summer,2013,PG-13 - Teens 13 or older
15793,Senki Zesshou Symphogear G,13,TV,Original,summer,2013,PG-13 - Teens 13 or older
18523,Senyuu. 2,13,TV,Web manga,summer,2013,PG-13 - Teens 13 or older
17821,Stella Jogakuin Koutou-ka C³-bu,13,TV,Manga,summer,2013,PG-13 - Teens 13 or older
17651,Genei wo Kakeru Taiyou,13,TV,Original,summer,2013,R - 17+ (violence & profanity)
18465,Genshiken Nidaime,13,TV,Manga,summer,2013,R - 17+ (violence & profanity)
18495,Kitaku-bu Katsudou Kiroku,12,TV,Web manga,summer,2013,PG-13 - Teens 13 or older
16051,Ro-Kyu-Bu! SS,12,TV,Light novel,summer,2013,PG-13 - Teens 13 or older
18121,Teekyuu 2,12,TV,Manga,summer,2013,PG-13 - Teens 13 or older
15883,Fantasista Doll,12,TV,Original,summer,2013,PG-13 - Teens 13 or older
18099,Recorder to Randoseru Mi☆,12,TV,4-koma manga,summer,2013,PG-13 - Teens 13 or older
15731,Tamayura: More Aggressive,12,TV,Original,summer,2013,G - All Ages
17267,Futari wa Milky Holmes,12,TV,Original,summer,2013,PG-13 - Teens 13 or older
18771,Gifuu Doudou!!: Kanetsugu to Keiji,25,TV,Manga,summer,2013,R - 17+ (violence & profanity)
19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,10,TV,Unknown,summer,2013,PG-13 - Teens 13 or older
31427,Zinba,52,TV,Unknown,summer,2013,PG - Children
23897,Lovely Movie: Itoshi no Muco,20,TV,Manga,summer,2013,PG - Children
30173,Fruity Samurai,13,TV,Original,summer,2013,PG - Children
27757,Anisava,13,TV,Unknown,summer,2013,PG-13 - Teens 13 or older
19305,Nyuru Nyuru!! Kakusen-kun,25,TV,Unknown,summer,2013,G - All Ages
32819,Xiong Chumo: Conglin Zong Dong Yuan,104,TV,Original,summer,2013,PG - Children
18983,Yuuto-kun ga Iku,26,TV,Unknown,summer,2013,PG - Children
44419,Shaonian Shiye: Yongzhe Chuang Jiangnan,26,TV,Original,summer,2013,PG - Children
46737,Xing Zi Xiao Chu Shen,40,TV,Original,summer,2013,PG - Children
45417,Konglong Laile,26,TV,Original,summer,2013,PG - Children
45509,Ruyi Ku Bao: Ben Ben Zhu,52,TV,Original,summer,2013,PG - Children
45505,Ruyi Ku Bao: Guai Li Shu,52,TV,Original,summer,2013,PG - Children
