mal_id,title,episodes,type,source,season,year,rating
2921,Ashita no Joe 2,47,TV,Manga,fall,1980,PG-13 - Teens 13 or older
3044,Tetsuwan Atom (1980),52,TV,Manga,fall,1980,G - All Ages
1652,Uchuu Senkan Yamato III,25,TV,Original,fall,1980,PG-13 - Teens 13 or older
4208,Tetsujin 28-gou (1980),51,TV,Unknown,fall,1980,G - All Ages
3130,Kaibutsu-kun (1980),94,TV,Unknown,fall,1980,G - All Ages
5833,Tondemo Senshi Muteking,56,TV,Original,fall,1980,PG-13 - Teens 13 or older
4511,Hoero! Bun Bun,39,TV,Unknown,fall,1980,G - All Ages
16530,Ojamanga Yamada-kun,103,TV,Unknown,fall,1980,
33300,Manga Kotowaja Jiten,88,TV,Unknown,fall,1980,G - All Ages
