mal_id,title,episodes,type,source,season,year,rating
5258,Hajime no Ippo: New Challenger,26,TV,Manga,winter,2009,PG-13 - Teens 13 or older
5300,Zoku Natsume Yuujinchou,13,TV,Manga,winter,2009,PG-13 - Teens 13 or older
4186,Chrome Shelled Regios,24,TV,Light novel,winter,2009,R - 17+ (violence & profanity)
4999,Asu no Yoichi!,12,TV,Manga,winter,2009,PG-13 - Teens 13 or older
5030,Maria†Holic,12,TV,Manga,winter,2009,PG-13 - Teens 13 or older
5112,Akikan!,12,TV,Light novel,winter,2009,PG-13 - Teens 13 or older
5079,Kurokami The Animation,23,TV,Manga,winter,2009,R - 17+ (violence & profanity)
4720,White Album,13,TV,Visual novel,winter,2009,PG-13 - Teens 13 or older
5420,Kemono no Souja Erin,50,TV,Novel,winter,2009,PG-13 - Teens 13 or older
5034,Shikabane Hime: Kuro,12,TV,Manga,winter,2009,R - 17+ (violence & profanity)
4726,Druaga no Tou: The Sword of Uruk,12,TV,Game,winter,2009,PG-13 - Teens 13 or older
5028,Major S5,25,TV,Manga,winter,2009,PG-13 - Teens 13 or older
5162,Minami-ke Okaeri,13,TV,Manga,winter,2009,PG-13 - Teens 13 or older
5074,Tetsuwan Birdy Decode:02,12,TV,Manga,winter,2009,R - 17+ (violence & profanity)
4618,RideBack,12,TV,Manga,winter,2009,PG-13 - Teens 13 or older
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,9,TV,Original,winter,2009,PG-13 - Teens 13 or older
5233,Slayers Evolution-R,13,TV,Light novel,winter,2009,PG-13 - Teens 13 or older
5307,Sora wo Kakeru Shoujo,26,TV,Original,winter,2009,PG-13 - Teens 13 or older
3750,Maria-sama ga Miteru 4th,13,TV,Light novel,winter,2009,PG-13 - Teens 13 or older
5684,Fresh Precure!,50,TV,Original,winter,2009,G - All Ages
5155,Genji Monogatari Sennenki,11,TV,Novel,winter,2009,PG-13 - Teens 13 or older
5505,Viper's Creed,12,TV,Original,winter,2009,PG-13 - Teens 13 or older
5883,Examurai Sengoku,24,TV,Other,winter,2009,PG-13 - Teens 13 or older
5809,Kupu~!! Mamegoma!,51,TV,Unknown,winter,2009,PG - Children
5810,Sakuran Boy DT,11,TV,Original,winter,2009,PG-13 - Teens 13 or older
5841,Yume wo Kanaeru Zou,12,TV,Manga,winter,2009,G - All Ages
17090,Agigongryong Doolie (2009),26,TV,Unknown,winter,2009,PG - Children
33123,Koto Nakare Hero Gingerman,12,TV,Original,winter,2009,G - All Ages
34665,Kemy Lang Buka Chaka,156,TV,Original,winter,2009,G - All Ages
35107,Shin Ninja Tamamaru,26,TV,Original,winter,2009,G - All Ages
53021,Kkoma Bus Tayo Pilot,5,TV,Original,winter,2009,G - All Ages
45298,Jixiang Mao Keke,26,TV,Unknown,winter,2009,PG - Children
45281,Xing Mao Man Youji,26,TV,Original,winter,2009,PG - Children
