mal_id,type,name,url
1972,anime,HOTZIPANG,https://myanimelist.net/anime/producer/1972/HOTZIPANG
1967,anime,Drive,https://myanimelist.net/anime/producer/1967/Drive
139,anime,Nihon Ad Systems,https://myanimelist.net/anime/producer/139/Nihon_Ad_Systems
1971,anime,Gainax Kyoto,https://myanimelist.net/anime/producer/1971/Gainax_Kyoto
1591,anime,Science SARU,https://myanimelist.net/anime/producer/1591/Science_SARU
2266,anime,Planet Nemo Animation,https://myanimelist.net/anime/producer/2266/Planet_Nemo_Animation
2085,anime,Acca effe,https://myanimelist.net/anime/producer/2085/Acca_effe
2086,anime,Giga Production,https://myanimelist.net/anime/producer/2086/Giga_Production
2201,anime,Studio Palette,https://myanimelist.net/anime/producer/2201/Studio_Palette
1978,anime,Maho Film,https://myanimelist.net/anime/producer/1978/Maho_Film
2056,anime,DRAWIZ,https://myanimelist.net/anime/producer/2056/DRAWIZ
1837,anime,G-angle,https://myanimelist.net/anime/producer/1837/G-angle
1973,anime,Monster's Egg,https://myanimelist.net/anime/producer/1973/Monsters_Egg
1893,anime,CygamesPictures,https://myanimelist.net/anime/producer/1893/CygamesPictures
517,anime,Asmik Ace,https://myanimelist.net/anime/producer/517/Asmik_Ace
1945,anime,Lide,https://myanimelist.net/anime/producer/1945/Lide
2305,anime,Fukushima Gaina,https://myanimelist.net/anime/producer/2305/Fukushima_Gaina
1807,anime,2:10 AM Animation,https://myanimelist.net/anime/producer/1807/2_10_AM_Animation
765,anime,Sakura Create,https://myanimelist.net/anime/producer/765/Sakura_Create
2572,anime,Adonero,https://myanimelist.net/anime/producer/2572/Adonero
2004,anime,Sunrise Beyond,https://myanimelist.net/anime/producer/2004/Sunrise_Beyond
1687,anime,Yokohama Animation Lab,https://myanimelist.net/anime/producer/1687/Yokohama_Animation_Lab
2027,anime,Team TillDawn,https://myanimelist.net/anime/producer/2027/Team_TillDawn
1407,anime,Children's Playground Entertainment,https://myanimelist.net/anime/producer/1407/Childrens_Playground_Entertainment
2057,anime,Toho Interactive Animation,https://myanimelist.net/anime/producer/2057/Toho_Interactive_Animation
1998,anime,Studio Signpost,https://myanimelist.net/anime/producer/1998/Studio_Signpost
1045,anime,Space Neko Company,https://myanimelist.net/anime/producer/1045/Space_Neko_Company
2115,anime,Gosay Studio,https://myanimelist.net/anime/producer/2115/Gosay_Studio
324,anime,Directions,https://myanimelist.net/anime/producer/324/Directions
2052,anime,Wolfsbane,https://myanimelist.net/anime/producer/2052/Wolfsbane
1521,anime,Studio Elle,https://myanimelist.net/anime/producer/1521/Studio_Elle
2053,anime,l-a-unch・BOX,https://myanimelist.net/anime/producer/2053/l-a-unch%E3%83%BBBOX
2080,anime,Super Normal Studio,https://myanimelist.net/anime/producer/2080/Super_Normal_Studio
2063,anime,Spell Bound,https://myanimelist.net/anime/producer/2063/Spell_Bound
2097,anime,HORNETS,https://myanimelist.net/anime/producer/2097/HORNETS
1903,anime,IMAGICA Lab.,https://myanimelist.net/anime/producer/1903/IMAGICA_Lab
1999,anime,Albacrow,https://myanimelist.net/anime/producer/1999/Albacrow
2134,anime,CANDY BOX,https://myanimelist.net/anime/producer/2134/CANDY_BOX
1263,anime,Dynamo Pictures,https://myanimelist.net/anime/producer/1263/Dynamo_Pictures
1982,anime,LIDENFILMS Osaka Studio,https://myanimelist.net/anime/producer/1982/LIDENFILMS_Osaka_Studio
1993,anime,Studio Bind,https://myanimelist.net/anime/producer/1993/Studio_Bind
2249,anime,FLAGSHIP LINE,https://myanimelist.net/anime/producer/2249/FLAGSHIP_LINE
2248,anime,Indivision,https://myanimelist.net/anime/producer/2248/Indivision
1189,anime,Sola Digital Arts,https://myanimelist.net/anime/producer/1189/Sola_Digital_Arts
2226,anime,Gambit,https://myanimelist.net/anime/producer/2226/Gambit
1892,anime,Sublimation,https://myanimelist.net/anime/producer/1892/Sublimation
2299,anime,GIFTanimation,https://myanimelist.net/anime/producer/2299/GIFTanimation
2300,anime,Studio Jemi,https://myanimelist.net/anime/producer/2300/Studio_Jemi
2295,anime,Story Effect,https://myanimelist.net/anime/producer/2295/Story_Effect
1997,anime,Studio Kai,https://myanimelist.net/anime/producer/1997/Studio_Kai
1984,anime,Bakken Record,https://myanimelist.net/anime/producer/1984/Bakken_Record
1380,anime,domerica,https://myanimelist.net/anime/producer/1380/domerica
2179,anime,FIREBUG,https://myanimelist.net/anime/producer/2179/FIREBUG
2129,anime,Visual Flight,https://myanimelist.net/anime/producer/2129/Visual_Flight
2009,anime,Yostar Pictures,https://myanimelist.net/anime/producer/2009/Yostar_Pictures
2142,anime,LEVELS,https://myanimelist.net/anime/producer/2142/LEVELS
2246,anime,studio MOTHER,https://myanimelist.net/anime/producer/2246/studio_MOTHER
2034,anime,Akatsuki,https://myanimelist.net/anime/producer/2034/Akatsuki
2656,anime,UchuPeople,https://myanimelist.net/anime/producer/2656/UchuPeople
1575,anime,DR Movie,https://myanimelist.net/anime/producer/1575/DR_Movie
755,anime,Jumondo,https://myanimelist.net/anime/producer/755/Jumondo
2325,anime,Bibury Animation CG,https://myanimelist.net/anime/producer/2325/Bibury_Animation_CG
2370,anime,Hayabusa Film,https://myanimelist.net/anime/producer/2370/Hayabusa_Film
2379,anime,Scooter Films,https://myanimelist.net/anime/producer/2379/Scooter_Films
2252,anime,Studio Kingyoiro,https://myanimelist.net/anime/producer/2252/Studio_Kingyoiro
2298,anime,AtelierPontdarc,https://myanimelist.net/anime/producer/2298/AtelierPontdarc
2405,anime,Staple Entertainment,https://myanimelist.net/anime/producer/2405/Staple_Entertainment
2438,anime,yell,https://myanimelist.net/anime/producer/2438/yell
2546,anime,Studio Sota,https://myanimelist.net/anime/producer/2546/Studio_Sota
2729,anime,CANON RECORDINGS,https://myanimelist.net/anime/producer/2729/CANON_RECORDINGS
2204,anime,OZ,https://myanimelist.net/anime/producer/2204/OZ
2326,anime,OLM Team Yoshioka,https://myanimelist.net/anime/producer/2326/OLM_Team_Yoshioka
2314,anime,Quad,https://myanimelist.net/anime/producer/2314/Quad
2366,anime,Kigumi,https://myanimelist.net/anime/producer/2366/Kigumi
1517,anime,Jinnan Studio,https://myanimelist.net/anime/producer/1517/Jinnan_Studio
2647,anime,Studio A. Craft,https://myanimelist.net/anime/producer/2647/Studio_A_Craft
